Age,Gender,Relationship_Status,Academic_Level,Avg_Daily_Usage_Hours,Most_Used_Platform,num_app_switches,notification_count,Sleep_Hours_Per_Night,Affects_Academic_Performance,Conflicts_Over_Social_Media,Risk_Category
-1.2274596199023475,-1.0246677961338702,-1.1911723394449625,1.2079962542934533,-0.09064227926903308,-0.9681489452024058,-0.05071398552774707,-0.3193694586641116,-0.28708342485882027,0.9905897291650957,-2.6042621776181636,1
-0.3534270060412766,0.9759260550327205,1.1616550503727048,-1.193152787489703,-1.3292311793672218,0.6341035719329701,-0.09076092313041886,-0.5175878416482921,0.30953094137077064,-1.0094996652578214,-5.086661133753328,2
-0.9361154152819906,-1.0246677961338702,-2.367586034353796,1.2079962542934533,0.22899356591759618,0.36706148574374076,-0.6113711119651521,0.05724546900583144,-1.1820049742032066,0.9905897291650957,-1.776795858906442,0
-1.5188038245227047,0.9759260550327205,1.1616550503727048,0.007421733401875206,-0.9696408535322638,1.4352298305006579,-0.41113642395179323,-0.5374096799467102,0.011223758255975167,-1.0094996652578214,-4.259194815041607,2
-0.6447712106616336,0.9759260550327205,-1.1911723394449625,-1.193152787489703,-0.3703236438073338,-1.235191031391635,-0.451183361554465,-1.3897487267786865,-0.5853906079736158,0.9905897291650957,-3.431728496329885,1
-1.2274596199023475,-1.0246677961338702,-2.367586034353796,1.2079962542934533,0.7084473336975402,-0.9681489452024058,-0.651418049567824,0.1167109839010856,-1.480312157318002,0.9905897291650957,-0.9493295401947206,0
-0.062082801420919556,0.9759260550327205,1.1616550503727048,-1.193152787489703,-1.5689580632571938,-0.16702268663471787,-0.5713241743624804,-0.9536682842134893,0.6078381244855661,-1.0094996652578214,-5.086661133753328,2
-0.9361154152819906,-1.0246677961338702,-1.1911723394449625,1.2079962542934533,0.14908460462093878,0.10001939955451145,0.1094737648829401,-0.834737254422981,-0.5853906079736158,0.9905897291650957,-3.431728496329885,1
-1.5188038245227047,0.9759260550327205,1.1616550503727048,0.007421733401875206,-0.5700960470489771,0.36706148574374076,-0.4912302991571368,-0.7950935778261449,-0.28708342485882027,-1.0094996652578214,-4.259194815041607,2
-0.6447712106616336,-1.0246677961338702,-1.1911723394449625,-1.193152787489703,-0.8497774115872778,-0.9681489452024058,0.34975539049897086,0.17617649879633976,0.011223758255975167,-1.0094996652578214,-4.259194815041607,2
-1.2274596199023475,0.9759260550327205,-2.367586034353796,1.2079962542934533,-0.25046020186234785,0.10001939955451145,-0.13080786073309067,-1.568145271464449,-0.46606773472769747,0.9905897291650957,-2.6042621776181636,0
-0.9361154152819906,-1.0246677961338702,-1.1911723394449625,1.2079962542934533,0.029221162675952848,0.36706148574374076,0.0694268272802683,1.048337383926734,-0.704713481219534,0.9905897291650957,-3.431728496329885,1
-0.3534270060412766,0.9759260550327205,1.1616550503727048,-1.193152787489703,-1.049549814828921,-0.16702268663471787,-0.3310425487464496,0.017601792408995336,0.13054663150189344,-1.0094996652578214,-4.259194815041607,2
-1.5188038245227047,-1.0246677961338702,1.1616550503727048,0.007421733401875206,0.4287659691592395,-0.9681489452024058,-0.17085479833576245,-0.3986568118577838,-0.8836977910884112,0.9905897291650957,-1.776795858906442,0
-0.6447712106616336,0.9759260550327205,-1.1911723394449625,1.2079962542934533,-0.6899594889939631,1.4352298305006579,-0.5713241743624804,-0.5374096799467102,-0.10809911498994312,-1.0094996652578214,-3.431728496329885,2
-0.9361154152819906,-1.0246677961338702,-2.367586034353796,1.2079962542934533,-0.49018708575231973,0.36706148574374076,-0.3710894863491214,-0.3590131352609477,-0.5853906079736158,0.9905897291650957,-2.6042621776181636,1
0.22926140319943747,0.9759260550327205,1.1616550503727048,-1.193152787489703,-1.3691856600155505,-0.16702268663471787,-0.4912302991571368,-0.24008210547043937,0.4885152512396478,-1.0094996652578214,-5.086661133753328,2
-1.2274596199023475,-1.0246677961338702,-1.1911723394449625,0.007421733401875206,-0.1705512405656905,-0.9681489452024058,-0.13080786073309067,-0.1806165905751852,-0.7643749178424929,0.9905897291650957,-2.6042621776181636,0
-0.6447712106616336,0.9759260550327205,1.1616550503727048,1.2079962542934533,-0.7698684502906205,-1.235191031391635,-0.3310425487464496,-0.24008210547043937,-0.167760551612902,-1.0094996652578214,-4.259194815041607,2
-0.9361154152819906,-1.0246677961338702,-2.367586034353796,1.2079962542934533,-0.2904146825106764,0.10001939955451145,-0.3310425487464496,-0.45812232675303793,-0.6450520445965746,0.9905897291650957,-2.6042621776181636,1
-1.5188038245227047,0.9759260550327205,1.1616550503727048,0.007421733401875206,-0.050687798620704556,0.36706148574374076,-0.3710894863491214,-0.5968751948419643,-0.8836977910884112,0.9905897291650957,-1.776795858906442,0
-0.062082801420919556,-1.0246677961338702,-1.1911723394449625,-1.193152787489703,-1.169413256773907,-0.16702268663471787,0.0694268272802683,-0.5770533565435463,0.19020806812485233,-1.0094996652578214,-4.259194815041607,2
-1.2274596199023475,0.9759260550327205,-2.367586034353796,1.2079962542934533,-0.210505721214019,-0.9681489452024058,-0.21090173593843425,-0.5968751948419643,-0.704713481219534,0.9905897291650957,-2.6042621776181636,1
-0.9361154152819906,-1.0246677961338702,1.1616550503727048,1.2079962542934533,0.10913012397261025,0.36706148574374076,-0.2909956111437778,0.05724546900583144,-0.94335922771137,0.9905897291650957,-1.776795858906442,0
-0.3534270060412766,0.9759260550327205,-1.1911723394449625,-1.193152787489703,-0.8897318922356063,-1.235191031391635,-0.5713241743624804,-0.2202602671720213,-0.04843767836698371,-1.0094996652578214,-3.431728496329885,2
